"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Answer.1.on","Answer.10.on","Answer.11.on","Answer.12.on","Answer.13.on","Answer.14.on","Answer.15.on","Answer.16.on","Answer.17.on","Answer.18.on","Answer.19.on","Answer.2.on","Answer.20.on","Answer.21.on","Answer.22.on","Answer.23.on","Answer.24.on","Answer.25.on","Answer.26.on","Answer.27.on","Answer.28.on","Answer.3.on","Answer.4.on","Answer.5.on","Answer.6.on","Answer.7.on","Answer.8.on","Answer.9.on","Answer.feedback","Approve","Reject"
"34R0BODSP1N0WOV7ARDT4YUDJ8A5EM","3LVDE0XV5ZI2LVW14KER0EI59FTLP5","tldr_8","This projects aims to use crowdsourcing to summarize long, verbose texts. You will help us by selecting the most important sentences from a short block of text.","passage, summary, sentences","$0.00","Fri Apr 19 19:07:00 PDT 2019","10","BatchId:234893;OriginalHitTemplateId:921587254;","3600","259200","Fri Apr 26 19:07:00 PDT 2019","","","3300DTYQT35SCUCZKL6YRTLLLFIQE4","AY0INTNXKC6ZO","Approved","Wed Apr 24 11:04:56 PDT 2019","Wed Apr 24 11:07:02 PDT 2019","Sat Apr 27 11:07:02 PDT 2019","","","","126","100% (13/13)","100% (13/13)","100% (13/13)","false","false","false","true","false","false","false","false","false","false","false","true","false","false","false","false","false","false","false","false","false","true","true","false","true","true","false","false","n/a"
"34R0BODSP1N0WOV7ARDT4YUDJ8A5EM","3LVDE0XV5ZI2LVW14KER0EI59FTLP5","tldr_8","This projects aims to use crowdsourcing to summarize long, verbose texts. You will help us by selecting the most important sentences from a short block of text.","passage, summary, sentences","$0.00","Fri Apr 19 19:07:00 PDT 2019","10","BatchId:234893;OriginalHitTemplateId:921587254;","3600","259200","Fri Apr 26 19:07:00 PDT 2019","","","3300DTYQT35SCUCZKL6YRTLLLFLEQV","APICU54PD3JZF","Approved","Wed Apr 24 18:42:48 PDT 2019","Wed Apr 24 18:43:26 PDT 2019","Sat Apr 27 18:43:26 PDT 2019","","","","38","100% (12/12)","100% (12/12)","100% (12/12)","true","false","true","true","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","true","false","false","false","false","false","false","n/a"
"34R0BODSP1N0WOV7ARDT4YUDJ8A5EM","3LVDE0XV5ZI2LVW14KER0EI59FTLP5","tldr_8","This projects aims to use crowdsourcing to summarize long, verbose texts. You will help us by selecting the most important sentences from a short block of text.","passage, summary, sentences","$0.00","Fri Apr 19 19:07:00 PDT 2019","10","BatchId:234893;OriginalHitTemplateId:921587254;","3600","259200","Fri Apr 26 19:07:00 PDT 2019","","","337RC3OW06QYN8I8N6NCABADB3TLV9","A2DIGKVLJWN955","Approved","Tue Apr 23 14:16:50 PDT 2019","Tue Apr 23 14:19:07 PDT 2019","Fri Apr 26 14:19:07 PDT 2019","2019-04-26 21:20:07 UTC","","","137","100% (14/14)","100% (14/14)","100% (14/14)","true","false","true","true","false","false","false","false","false","false","false","true","false","false","false","false","false","false","false","false","false","true","false","false","true","true","false","false","n/a"
"34R0BODSP1N0WOV7ARDT4YUDJ8A5EM","3LVDE0XV5ZI2LVW14KER0EI59FTLP5","tldr_8","This projects aims to use crowdsourcing to summarize long, verbose texts. You will help us by selecting the most important sentences from a short block of text.","passage, summary, sentences","$0.00","Fri Apr 19 19:07:00 PDT 2019","10","BatchId:234893;OriginalHitTemplateId:921587254;","3600","259200","Fri Apr 26 19:07:00 PDT 2019","","","39OWYR0EPLFTRA3H667YMX9NWPKFYK","A1YXUJF77LEX1J","Approved","Thu Apr 25 08:55:50 PDT 2019","Thu Apr 25 09:13:09 PDT 2019","Sun Apr 28 09:13:09 PDT 2019","","","","1039","100% (3/3)","100% (3/3)","100% (3/3)","true","true","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","true","true","true","false","false","false","false","I found it difficult to truly grasp the understanding of this passage. Without any context it was difficult to pinpoint what I found as important. Compensation should be generous seeing the difficulty of doing this task with a high quality."
"34R0BODSP1N0WOV7ARDT4YUDJ8A5EM","3LVDE0XV5ZI2LVW14KER0EI59FTLP5","tldr_8","This projects aims to use crowdsourcing to summarize long, verbose texts. You will help us by selecting the most important sentences from a short block of text.","passage, summary, sentences","$0.00","Fri Apr 19 19:07:00 PDT 2019","10","BatchId:234893;OriginalHitTemplateId:921587254;","3600","259200","Fri Apr 26 19:07:00 PDT 2019","","","3GU1KF0O4JP95FZ0AHPJQGPQDMPBP4","A3O8K08MXAW5C6","Approved","Thu Apr 25 07:51:52 PDT 2019","Thu Apr 25 07:55:41 PDT 2019","Sun Apr 28 07:55:41 PDT 2019","","","","229","100% (6/6)","100% (6/6)","100% (6/6)","true","false","false","false","false","false","false","false","false","false","false","true","false","false","false","false","false","false","false","false","false","true","false","false","false","false","false","false","I think your processing script was fooled by the punctuation around S.D.F. in sentences 4 and 8 :)"
"34R0BODSP1N0WOV7ARDT4YUDJ8A5EM","3LVDE0XV5ZI2LVW14KER0EI59FTLP5","tldr_8","This projects aims to use crowdsourcing to summarize long, verbose texts. You will help us by selecting the most important sentences from a short block of text.","passage, summary, sentences","$0.00","Fri Apr 19 19:07:00 PDT 2019","10","BatchId:234893;OriginalHitTemplateId:921587254;","3600","259200","Fri Apr 26 19:07:00 PDT 2019","","","3LWJHTCVCDAKI8CVFWQ49B6LXG1QFQ","A23441R746K5OU","Approved","Wed Apr 24 22:54:27 PDT 2019","Wed Apr 24 22:59:48 PDT 2019","Sat Apr 27 22:59:48 PDT 2019","","","","321","100% (10/10)","100% (10/10)","100% (10/10)","false","true","false","false","false","false","false","false","false","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","true","true","false","true","I feel like I selected a lot of sentences, but all of them feel vital. Also I'm picking sentences which fit into the grand narrative of all of these HITs, not just this one. I don't know if I should be doing that or not, but I expect that's what Turkers will consciously or unconsciously do as well."
"34R0BODSP1N0WOV7ARDT4YUDJ8A5EM","3LVDE0XV5ZI2LVW14KER0EI59FTLP5","tldr_8","This projects aims to use crowdsourcing to summarize long, verbose texts. You will help us by selecting the most important sentences from a short block of text.","passage, summary, sentences","$0.00","Fri Apr 19 19:07:00 PDT 2019","10","BatchId:234893;OriginalHitTemplateId:921587254;","3600","259200","Fri Apr 26 19:07:00 PDT 2019","","","3NC5L260MPAHXWZF0JY0K6BLIFIFO6","A2C1UPBEGUY9Y6","Approved","Wed Apr 24 19:50:35 PDT 2019","Wed Apr 24 19:54:45 PDT 2019","Sat Apr 27 19:54:45 PDT 2019","","","","250","100% (10/10)","100% (10/10)","100% (10/10)","false","true","false","false","false","false","false","false","false","false","false","true","false","false","false","false","false","false","false","false","false","false","true","false","false","false","false","false","I would recommend making the sentence endings not by period, because sometimes an abbreviation such as S.D.F. is marked as the ending of a sentence when it is not."
"34R0BODSP1N0WOV7ARDT4YUDJ8A5EM","3LVDE0XV5ZI2LVW14KER0EI59FTLP5","tldr_8","This projects aims to use crowdsourcing to summarize long, verbose texts. You will help us by selecting the most important sentences from a short block of text.","passage, summary, sentences","$0.00","Fri Apr 19 19:07:00 PDT 2019","10","BatchId:234893;OriginalHitTemplateId:921587254;","3600","259200","Fri Apr 26 19:07:00 PDT 2019","","","3NLZY2D53QD6I0MR17T24OB5UBEQLK","A2AR3VBIMNRRJJ","Approved","Tue Apr 23 13:46:26 PDT 2019","Tue Apr 23 13:53:09 PDT 2019","Fri Apr 26 13:53:09 PDT 2019","2019-04-26 20:54:07 UTC","","","403","100% (14/14)","100% (14/14)","100% (14/14)","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","true","true","true","true","false","false","feedback same as before ($0.1 for compensation)"
"34R0BODSP1N0WOV7ARDT4YUDJ8A5EM","3LVDE0XV5ZI2LVW14KER0EI59FTLP5","tldr_8","This projects aims to use crowdsourcing to summarize long, verbose texts. You will help us by selecting the most important sentences from a short block of text.","passage, summary, sentences","$0.00","Fri Apr 19 19:07:00 PDT 2019","10","BatchId:234893;OriginalHitTemplateId:921587254;","3600","259200","Fri Apr 26 19:07:00 PDT 2019","","","3SUWZRL0MZ1Z2CTF5CS0LO4ULE9E6Y","A2USUM3GQ0LCM7","Approved","Wed Apr 24 18:19:05 PDT 2019","Wed Apr 24 18:20:57 PDT 2019","Sat Apr 27 18:20:57 PDT 2019","","","","112","100% (6/6)","100% (6/6)","100% (6/6)","true","false","true","true","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","n/a"
"34R0BODSP1N0WOV7ARDT4YUDJ8A5EM","3LVDE0XV5ZI2LVW14KER0EI59FTLP5","tldr_8","This projects aims to use crowdsourcing to summarize long, verbose texts. You will help us by selecting the most important sentences from a short block of text.","passage, summary, sentences","$0.00","Fri Apr 19 19:07:00 PDT 2019","10","BatchId:234893;OriginalHitTemplateId:921587254;","3600","259200","Fri Apr 26 19:07:00 PDT 2019","","","3U8YCDAGXQ4TL4X5CE7J64JHRE60QQ","APX5J4BSY8X98","Approved","Tue Apr 23 22:49:11 PDT 2019","Tue Apr 23 22:50:04 PDT 2019","Fri Apr 26 22:50:04 PDT 2019","","","","53","100% (15/15)","100% (15/15)","100% (15/15)","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","true","false","false","true","false","Good HIT"